Token,NE
of,O
default,O
of,O
Avon,B-Reference Entity
"Products,",I-Reference Entity
"Inc.,",I-Reference Entity
"5.125%,",O
due,O
01/15/2011,O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
0.15%.Counterparty:,B-Fixed Rate
Credit,B-Counterparty
Suisse,I-Counterparty
International,I-Counterparty
3/20/11,B-Expiration Date
$,O
"4,000",B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
"Counterparty,",O
in,O
the,O
event,O
of,O
default,O
on,O
any,O
of,O
the,O
securities,O
in,O
the,O
Dow,B-Reference Entity
Jones,I-Reference Entity
CDX.NA.IG.7,I-Reference Entity
"Index,",I-Reference Entity
the,O
remaining,O
interest,O
payments,O
on,O
those,O
defaulted,O
securities,O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
0.4%.Counterparty:,B-Fixed Rate
Deutsche,B-Counterparty
Bank,I-Counterparty
AG,I-Counterparty
12/20/11,B-Expiration Date
"20,100",B-Notional Amount
\\,
Receive,B-Direction of Trade
a,O
fixed,O
rate,O
equal,O
to,O
0.26%and,B-Fixed Rate
the,O
Fund,O
will,O
pay,O
to,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Russian,B-Reference Entity
Federation,I-Reference Entity
Government,I-Reference Entity
"Bond,",I-Reference Entity
"5.00%,",O
due,O
03/31/2030.Counterparty:,O
Deutsche,B-Counterparty
Bank,I-Counterparty
AG,I-Counterparty
12/20/07,B-Expiration Date
900,B-Notional Amount
\\,
Receive,B-Direction of Trade
a,O
fixed,O
rate,O
equal,O
to,O
0.26%,B-Fixed Rate
and,O
the,O
Fund,O
will,O
pay,O
to,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Republic,B-Reference Entity
of,I-Reference Entity
Panama,I-Reference Entity
Government,I-Reference Entity
"Bond,",I-Reference Entity
"8.875%,",O
due,O
09/30/2027.Counterparty:,O
Barclays,B-Counterparty
Bank,I-Counterparty
PLC,I-Counterparty
12/20/08,B-Expiration Date
"4,500",B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
"Counterparty,",O
in,O
the,O
event,O
of,O
default,O
on,O
any,O
of,O
the,O
securities,O
in,O
the,O
Dow,B-Reference Entity
Jones,I-Reference Entity
CDX.NA.IG.7,I-Reference Entity
"Index,",I-Reference Entity
the,O
remaining,O
interest,O
payments,O
on,O
those,O
defaulted,O
securities,O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
0.65%.Counterparty:,B-Fixed Rate
Morgan,B-Counterparty
Stanley,I-Counterparty
Capital,I-Counterparty
"Services,",I-Counterparty
Inc.,I-Counterparty
12/20/16,B-Expiration Date
"16,600",B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
"Counterparty,",O
in,O
the,O
event,O
of,O
default,O
on,O
any,O
of,O
the,O
securities,O
in,O
the,O
iTraxx,B-Reference Entity
Europe,I-Reference Entity
HiVol,I-Reference Entity
Series,I-Reference Entity
Version,I-Reference Entity
1,I-Reference Entity
"Index,",I-Reference Entity
the,O
remaining,O
interest,O
payments,O
on,O
those,O
defaulted,O
securities,O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
0.85%.Counterparty:,B-Fixed Rate
HSBC,B-Counterparty
Bank,I-Counterparty
USA,I-Counterparty
12/20/16,B-Expiration Date
EUR,O
"8,600",B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
"Counterparty,",O
inthe,O
event,O
of,O
default,O
on,O
any,O
of,O
the,O
securities,O
in,O
the,O
iTraxx,B-Reference Entity
Europe,I-Reference Entity
HiVol,I-Reference Entity
Series,I-Reference Entity
Version,I-Reference Entity
1,I-Reference Entity
"Index,",I-Reference Entity
the,O
remaining,O
interest,O
payments,O
on,O
those,O
defaulted,O
securities,O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
0.85%.Counterparty:,B-Fixed Rate
Deutsche,B-Counterparty
Bank,I-Counterparty
AG,I-Counterparty
12/20/16,B-Expiration Date
EUR,O
"7,900",B-Notional Amount
\\,
Receive,B-Direction of Trade
a,O
fixed,O
rate,O
equal,O
to,O
0.71%,B-Fixed Rate
and,O
the,O
Fund,O
will,O
pay,O
to,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Ukraine,B-Reference Entity
Government,I-Reference Entity
"Bond,",I-Reference Entity
"7.65%,",O
due,O
06/11/2013.Counterparty:,O
Barclays,B-Counterparty
Bank,I-Counterparty
PLC,I-Counterparty
12/20/08,B-Expiration Date
$,O
700,B-Notional Amount
\\,
Receive,B-Direction of Trade
a,O
fixed,O
rate,O
equal,O
to,O
0.40%,B-Fixed Rate
and,O
the,O
Fund,O
will,O
pay,O
to,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Republic,B-Reference Entity
of,I-Reference Entity
Indonesia,I-Reference Entity
Government,I-Reference Entity
"Bond,",I-Reference Entity
"6.75%,",O
due,O
03/10/2014.Counterparty:,O
Royal,B-Counterparty
Bank,I-Counterparty
of,I-Counterparty
Scotland,I-Counterparty
PLC,I-Counterparty
12/20/08,B-Expiration Date
700,B-Notional Amount
\\,
Receive,B-Direction of Trade
a,O
fixed,O
rate,O
equal,O
to,O
0.72%,B-Fixed Rate
and,O
the,O
Fund,O
will,O
pay,O
to,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Ukraine,B-Reference Entity
Government,I-Reference Entity
"Bond,",I-Reference Entity
"7.65%,",O
due,O
06/11/2013.Counterparty:,O
Deutsche,B-Counterparty
Bank,I-Counterparty
AG,I-Counterparty
12/20/08,B-Expiration Date
700,B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
BFC,B-Reference Entity
Genesee,I-Reference Entity
"CDO,",I-Reference Entity
Ltd.,I-Reference Entity
2006.1A,O
"A3L,",O
"7.00%,",O
due,O
"01/10/2041,",O
and,O
the,O
Fund,O
willpay,O
a,O
fixed,O
rate,O
equal,O
to,O
2.25%.Counterparty:,B-Fixed Rate
Citibank,B-Counterparty
NA,I-Counterparty
m,O
01/10/41,B-Expiration Date
"2,477",B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Montauk,B-Reference Entity
Point,I-Reference Entity
"CDO,",I-Reference Entity
Ltd.,I-Reference Entity
2006.2A,I-Reference Entity
"A4,",I-Reference Entity
"6.80%,",I-Reference Entity
due,O
"04/06/2046,",O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
2.22%.Counterparty:,B-Fixed Rate
Credit,B-Counterparty
Suisse,I-Counterparty
International,I-Counterparty
01/06/46,B-Expiration Date
"2,500",B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
"Counterparty,",O
in,O
the,O
event,O
of,O
default,O
on,O
any,O
of,O
the,O
securities,O
in,O
the,O
Dow,B-Reference Entity
Jones,I-Reference Entity
CDX.NA.HY.7,I-Reference Entity
100,I-Reference Entity
credit,O
main,O
"index,",O
the,O
remaining,O
interest,O
payments,O
on,O
those,O
defaulted,O
securities,O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
3.25%.Counterparty:,B-Fixed Rate
Lehman,B-Counterparty
Securitie,I-Counterparty
"s,",I-Counterparty
Inc.,I-Counterparty
12/20/11,B-Expiration Date
$,O
450,B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
HSBC,B-Reference Entity
Finance,I-Reference Entity
"Corp.,",I-Reference Entity
"6.38%,",O
due,O
"10/15/2011,",O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
0.20%.Counterparty:,B-Fixed Rate
Royal,B-Counterparty
Bank,I-Counterparty
of,I-Counterparty
Scotland,I-Counterparty
PLC,I-Counterparty
12/20/11,B-Expiration Date
"2,000",B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
"AutoZone,",B-Reference Entity
"Inc.,",I-Reference Entity
"5.88%,",O
due,O
"10/15/2012,",O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
0.67%.Counterparty:,B-Fixed Rate
Royal,B-Counterparty
Bank,I-Counterparty
of,I-Counterparty
Scotland,I-Counterparty
PLC,I-Counterparty
6/20/17,B-Expiration Date
$,O
"3,900",B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Glitnir,B-Reference Entity
"Banki,",I-Reference Entity
"5.62%,",O
due,O
"4/20/2010,",O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
0.17%.Counterparty:,B-Fixed Rate
Morgan,B-Counterparty
Stanley,I-Counterparty
Capital,I-Counterparty
"Services,",I-Counterparty
Inc.,I-Counterparty
6/21/10,B-Expiration Date
500,B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
counterparty,O
a,O
fixed,O
rate,O
equal,O
to,O
1.28%,B-Fixed Rate
and,O
the,O
Fund,O
will,O
pay,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Reynolds,B-Reference Entity
"American,",I-Reference Entity
"Inc.,",I-Reference Entity
"7.63%,",O
due,O
6/1/2016.Counterparty:,O
Goldman,B-Counterparty
Sachs,I-Counterparty
International,I-Counterparty
6/20/17,B-Expiration Date
"2,100",B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Weyerhaeuser,B-Reference Entity
"Co.,",I-Reference Entity
"8.55%,",O
due,O
"3/4/1997,",O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
0.96%.Counterparty:,B-Fixed Rate
UBS,B-Counterparty
AG,I-Counterparty
m,O
6/20/17,B-Expiration Date
$,O
"1,600",B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
"Counterparty,",O
in,O
the,O
event,O
of,O
default,O
on,O
any,O
of,O
the,O
securities,O
in,O
the,O
Dow,B-Reference Entity
Jones,I-Reference Entity
"CDX.HY.8,",I-Reference Entity
the,O
remaining,O
interest,O
payments,O
on,O
those,O
defaulted,O
securities,O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
2.75%.Counterparty:,B-Fixed Rate
Citibank,B-Counterparty
NA,I-Counterparty
6/20/12,B-Expiration Date
$,O
300,B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Diamond,B-Reference Entity
Offshore,I-Reference Entity
"Drill,",I-Reference Entity
Zero,O
"Coupon,",O
due,O
"6/6/2020,",O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
0.44%.Counterparty:,B-Fixed Rate
Citibank,B-Counterparty
NA,I-Counterparty
6/20/17,B-Expiration Date
"3,700",B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Nabors,B-Reference Entity
"Industries,",I-Reference Entity
"5.38%,",O
due,O
"8/15/2012,",O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
0.47%.Counterparty:,B-Fixed Rate
Credit,B-Counterparty
SuisseInternational,I-Counterparty
6/20/12,B-Expiration Date
"3,600",B-Notional Amount
Receive,B-Direction of Trade
a,O
fixed,O
rate,O
equal,O
to,O
1.00%,B-Fixed Rate
and,O
the,O
Fund,O
will,O
pay,O
to,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Chesapeake,B-Reference Entity
"Energy,",I-Reference Entity
"6.88%,",O
due,O
1/15/2016.Counterparty:,O
Citibank,B-Counterparty
NA,I-Counterparty
6/20/12,B-Expiration Date
$,O
"1,500",B-Notional Amount
\\,
Receive,B-Direction of Trade
a,O
fixed,O
rate,O
equal,O
to,O
1.00%,B-Fixed Rate
and,O
the,O
Fund,O
will,O
pay,O
to,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Chesapeake,B-Reference Entity
"Energy,",I-Reference Entity
"6.88%,",O
due,O
1/15/2016.Counterparty:,O
Morgan,B-Counterparty
Stanley,I-Counterparty
Capital,I-Counterparty
"Services,",I-Counterparty
Inc.,I-Counterparty
6/20/12,B-Expiration Date
400,B-Notional Amount
\\,
Receive,B-Direction of Trade
a,O
fixed,O
rate,O
equal,O
to,O
1.00%,B-Fixed Rate
and,O
the,O
Fund,O
will,O
pay,O
to,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
Chesapeake,B-Reference Entity
"Energy,",I-Reference Entity
"6.88%,",O
due,O
1/15/2016.Counterparty:,O
Deutsche,B-Counterparty
Bank,I-Counterparty
AG,I-Counterparty
6/20/12,B-Expiration Date
800,B-Notional Amount
\\,
Receive,B-Direction of Trade
from,O
the,O
counterparty,O
at,O
the,O
notional,O
amount,O
in,O
the,O
event,O
of,O
default,O
of,O
"Kerr.Mcgee,",B-Reference Entity
"Corp.,",I-Reference Entity
"5.88%,",O
due,O
"9/15/2011,",O
and,O
the,O
Fund,O
will,O
pay,O
a,O
fixed,O
rate,O
equal,O
to,O
0.16%.Counterparty:,B-Fixed Rate
Royal,B-Counterparty
Bank,I-Counterparty
of,I-Counterparty
Scotland,I-Counterparty
PLC,I-Counterparty
9/90/2011,B-Expiration Date
"4,100",B-Notional Amount
\\,
